,mid,uid,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,转发数量,评论数量,点赞数量
343,5082981524047909,7779830195,枫糖狼獾,https://weibo.com/7779830195,09月26日 22:24,iPhone客户端,💢devoted💢低我头的，即投入#考研英语##学习打卡##英语##考研#​,,0,1,0
344,5082981401892794,7485596822,是Caitlin鸭,https://weibo.com/7485596822,09月26日 22:24,OPPO Reno12,老师我太想进步了#考研#​,,0,2,1
345,5082980722411239,5504042696,静静yok,https://weibo.com/5504042696,09月26日 22:21,iPhone客户端,拼搏百日我要上岸#考研#​,,0,3,0
346,5082980613624799,7644947815,狐狸森森丷,https://weibo.com/7644947815,09月26日 22:21,墨墨背单词,💢tackle💢“他扣”→被他扣下来了，就是阻截／处理。#考研##学习打卡#​,,0,1,1
347,5082980530524194,1777878005,湘水茫茫,https://weibo.com/1777878005,09月26日 22:20,墨墨背单词,🏁墨墨背单词打卡Day46💻累计学习单词：1153个📅今日学习单词：140个🕙今日记忆次数：326次🌟今日重点单词：sessionn.会议；会期；开庭；学年；一段时间#考研##英语#​,,0,0,0
348,5082980228271411,7580880019,瑞林沃,https://weibo.com/7580880019,09月26日 22:19,墨墨背单词,💢inspiration💢“吟诗不累神”：（灵感）一个接一个，不费神。#背单词##考研#​,,0,1,0
349,5082979554827039,3551096224,-ReachForAStar,https://weibo.com/3551096224,09月26日 22:17,墨墨背单词,"💢benefactor💢""帮你翻个头""的【捐助人】是你的【恩人】。#背单词##考研#​",,0,0,0
350,5082978730640153,5373290298,小岳快醒醒,https://weibo.com/5373290298,09月26日 22:13,iPhone客户端,今天看到最歹毒的文案智障能考研吗当然可以啦不然谁来当分母我真真真破防了考研政治徐涛超话#考研##打卡学习#​,,0,0,0
351,5082978487633905,7385222697,流浪小狗lucky,https://weibo.com/7385222697,09月26日 22:12,iPhone客户端,考研打卡第77天！#考研#倒计时86天！单词背的越来越快了，但要注意细节，熟词生义的，作文找时间背！阅读现在读起来没问题👍，可能还有一点细节，但就是方法使用还得再熟练一些政治做题选项看清，仔细把内容过一遍专业课名解一定要按自己的逻辑走一遍，论述先学习别人的完善，然后多背就写出来​展开,考研打卡第77天！#考研#倒计时86天！单词背的越来越快了，但要注意细节，熟词生义的，作文找时间背！阅读现在读起来没问题👍，可能还有一点细节，但就是方法使用还得再熟练一些政治做题选项看清，仔细把内容过一遍专业课名解一定要按自己的逻辑走一遍，论述先学习别人的完善，然后多背就写出来了！！,0,1,0
352,5082977163804907,6179518555,赚钱养瑞瑞瑞瑞,https://weibo.com/6179518555,09月26日 22:07,墨墨背单词,💢renaissance💢renaissance人爱三思。#考研##学习打卡#​,,0,1,1
353,5082977102463673,7420888100,帛彦76013,https://weibo.com/7420888100,09月26日 22:07,墨墨背单词,🏁墨墨背单词打卡Day82💻累计学习单词：1549个📅今日学习单词：30个🕙今日记忆次数：77次🌟今日重点单词：authorisev.授权；委托；批准#学习##考研##背单词#​,,0,1,0
354,5082973844537529,5313824475,尤里加加受,https://weibo.com/5313824475,09月26日 21:54,vivo S18,现在准备考研教育学还来得及吗？#考研##25考研##考研教育学#大连​,,0,2,0
355,5082973533374676,5460811336,不-要生气,https://weibo.com/5460811336,09月26日 21:53,墨墨背单词,🏁墨墨背单词打卡Day13💻累计学习单词：136个📅今日学习单词：57个🕙今日记忆次数：230次🌟今日重点单词：inaugurate[动]开创；为（某人）举行就职典礼；为…举行开幕仪式#考研复试##英语单词##返校季##考研#​,,0,1,0
356,5082973370062396,1790363087,惟无忌,https://weibo.com/1790363087,09月26日 21:52,墨墨背单词,"💢elementary💢""挨了一闷锤""，是【基本的】招数。#考研#​",,0,0,0
357,5082973032678455,7252539197,FErico_,https://weibo.com/7252539197,09月26日 21:51,iPhone客户端,💢boundfor💢绑的for，（驶往，开往）某个地方#考研##学习打卡#​,,0,1,0
358,5082626869955418,6858194286,考研Neko酱,https://weibo.com/6858194286,09月26日 21:48,考研超话,考研超话考研英语熟词僻义合集​​​#考研#​,,14,0,26
359,5082970828053553,5180264341,小于许的什么愿ya,https://weibo.com/5180264341,09月26日 21:42,nova7Pro你在焦点在,最近#考研#​,,0,1,1
360,5082970602079677,5318020044,我燥称冯福,https://weibo.com/5318020044,09月26日 21:41,墨墨背单词,💢outsize💢out=出去，size=尺寸这个东西是特大号的，所以出不去的#英语##背单词##考研#​,,0,0,0
361,5082969806996220,7553946404,然后会有好事发生,https://weibo.com/7553946404,09月26日 21:38,iPhone客户端,💢junior💢“就你呀”，太小啦。#自律##考研#​,,0,0,0
362,5082969509468357,7264000746,戥睢筠98557,https://weibo.com/7264000746,09月26日 21:37,高数超话,#周洋鑫考研数学真题带刷#@考研数学周洋鑫一笑而过考研数学周洋鑫超话#考研#高数超话day4，做下来有大问题的是92题，冲鸭​,,0,0,0
363,5082968657756913,2609784071,WAN睿,https://weibo.com/2609784071,09月26日 21:33,墨墨背单词,🏁墨墨背单词打卡Day224💻累计学习单词：730个📅今日学习单词：60个🕙今日记忆次数：253次🌟今日重点单词：surgev.汹涌；涌起；猛增#英语##24考研##自律##考研##考研复试#​,,0,1,0
364,5082968240949595,6615753388,小强不想她,https://weibo.com/6615753388,09月26日 21:32,iPhone客户端,🏁墨墨背单词打卡Day214💻累计学习单词：5161个📅今日学习单词：499个🕙今日记忆次数：1316次🌟今日重点单词：distressed[形]烦恼的；痛苦的；贫困的；故意磨损而仿古|[动]使悲痛；使穷困；使忧伤；“distress”的过去式和过去分词#考研英语##考研英语二##考研#​,,0,1,0
365,5082966146943693,5538558021,Kittya维,https://weibo.com/5538558021,09月26日 21:23,考研政治徐涛超话,考研倒计时86days认真认真认真，学习学习学习，成为研究生成为研究生成为研究生～今天学习list：1、扇贝单词新学➕不背和扇贝复习单词；2、专业课各背一单元3、今天刷了英二2012年text4，对了四题，但是还是没在状态，感觉一顿瞎选，醒醒醒醒！！！4、写了2014年小作文5、做了考研核心考点49-57​展开,考研倒计时86days认真认真认真，学习学习学习，成为研究生成为研究生成为研究生～今天学习list：1、扇贝单词新学➕不背和扇贝复习单词；2、专业课各背一单元3、今天刷了英二2012年text4，对了四题，但是还是没在状态，感觉一顿瞎选，醒醒醒醒！！！4、写了2014年小作文5、做了考研核心考点49-57对应的肖10006、听了翻译课7、业余时间小程序专业课刷题8、扇贝两篇文章革命尚未成功，小黄仍需努力～加油咯考研政治徐涛超话#考研#,0,0,0
366,5082965794623836,5617803260,CCsea_,https://weibo.com/5617803260,09月26日 21:22,iPhone客户端,还考个蛋一年更比一年难#考研#​,,0,2,1
367,5082963753305810,7861946670,南枝Nancy_,https://weibo.com/7861946670,09月26日 21:14,vivo X60Edge蔡司影像,跟着屠屠老师学写作Day12已打卡~跟着屠屠老师学习写作思维，比盲目的背诵更有效果，锻炼自主写作能力@考研英语屠皓民#考研##屠皓民##考研英语##考研英语作文#​,,0,1,1
368,5082962468800466,7554016285,天下武功唯快不破想名好难,https://weibo.com/7554016285,09月26日 21:09,墨墨背单词,💢drone💢撞！【无人机】撞上了【雄蜂】，发出了【嗡嗡嗡】的声音。【寄生虫】【絮絮叨叨】的说着这个八卦【混日子】#考研英语##考研#​,,0,1,0
369,5082962442066853,1082547813,王一鸣考研数学,https://weibo.com/1082547813,09月26日 21:09,iPhone 15,9月26日每日小课堂答案#考研数学##考研#考研超话王一鸣考研数学超话#每日一题##25考研#25考研超话​,,0,0,2
370,5082962285302167,1082547813,王一鸣考研数学,https://weibo.com/1082547813,09月26日 21:08,微博视频号,9月26日每日小课堂视频讲解#考研数学##考研#考研超话王一鸣考研数学超话#25考研##每日一题#25考研超话王一鸣考研数学的微博视频​,,0,0,0
371,5082962087905551,7480822700,刘奶奶找牛奶奶买牛奶xjbg,https://weibo.com/7480822700,09月26日 21:07,iPhone客户端,🏁墨墨背单词打卡Day354💻累计学习单词：6190个📅今日学习单词：670个🕙今日记忆次数：1974次🌟今日重点单词：conventional[形]传统的；惯例的#考研#​,,0,0,0
372,5082960413592480,7645269883,坚韧的张张,https://weibo.com/7645269883,09月26日 21:01,Redmi K70,#考研#为什么每天都犯困，怎样才可以保持清醒啊？​,,0,4,0
373,5082960101378305,7728707207,shunqizairanba,https://weibo.com/7728707207,09月26日 20:59,墨墨背单词,💢leverage💢考研：lever利用age年龄，年龄充分利用，不让退休#学习打卡##考研#​,,0,1,0
374,5082958788821580,5521066925,猪脚粉的狂热粉丝,https://weibo.com/5521066925,09月26日 20:54,iPhone客户端,💢lame💢累么？lame（跛的，瘸的，所以走路会累）#考研##学习打卡#​,,0,1,0
375,5082935227586998,7360696884,鸟山学长,https://weibo.com/7360696884,09月26日 20:54,微博视频号,#考研##25考研#三种政治题型的解题技巧-曲艺技巧班（第二讲）鸟山学长的微博视频​,,2,0,17
376,5082958008680754,5248820842,爱bro-,https://weibo.com/5248820842,09月26日 20:51,iPhone客户端,💢exemplify💢一个赞扑了怀，证明你有魅力#考研##考研英语#​,,0,1,0
377,5082870138014097,7360696884,鸟山学长,https://weibo.com/7360696884,09月26日 20:49,微博视频号,#25考研##考研#肖秀荣老师考研政治复习重要提醒鸟山学长的微博视频​,,3,0,29
378,5082955244636620,3953687151,考研数学杰哥1,https://weibo.com/3953687151,09月26日 20:40,iPhone客户端,线下班学员算急眼了，杰哥立马找出问题所在！线性代数的题目，看起来简单，必须要自己动手计算出正确答案才可以。#考研#考研超话#考研数学#考研数学杰哥1的微博视频​,,0,1,0
379,5082770304928003,6858194286,考研Neko酱,https://weibo.com/6858194286,09月26日 20:36,考研超话,考研超话肖秀荣发文！#考研##25考研##考研政治#​,,1,0,14
380,5082952234701723,7303558063,蒜蓉龙虾面,https://weibo.com/7303558063,09月26日 20:28,iPhone客户端,坏了爱上学习了烙铁#读书笔记##考研#​,,0,2,2
381,5082951258212747,6569867163,可人53177,https://weibo.com/6569867163,09月26日 20:24,墨墨背单词,💢essence💢“爱深思”：爱深思的人才能悟到事物的“精髓”和“本质”。#背单词##考研##24考研#​,,0,1,2
382,5082951092275187,7656770607,星星之火队_,https://weibo.com/7656770607,09月26日 20:24,荣耀50 5G,25魔方考研笔记(含真题)中国政法大学魔方法综701#考研##法硕#​,,0,1,3
383,5082950616220241,7539998001,Sileas_七七,https://weibo.com/7539998001,09月26日 20:22,墨墨背单词,🏁墨墨背单词打卡Day4💻累计学习单词：757个📅今日学习单词：365个🕙今日记忆次数：1236次🌟今日重点单词：marginn.边缘；差额；净利润；页边的空白处；余地#学习打卡##背单词##考研#​,,0,0,0
384,5082950198887010,6489024623,考研的锦鲤,https://weibo.com/6489024623,09月26日 20:20,考研超话,考研超话25考研英语刘晓艳#考研##考研英语##25考研#​,,0,2,0
385,5082949909223822,5985044366,正道的光6996,https://weibo.com/5985044366,09月26日 20:19,iPhone客户端,💢affectionate💢俺非常深爱他→挚爱#自律##学习打卡##英语##考研#​,,0,1,0
386,5082947868688607,7601595117,想谈帅哥的小re,https://weibo.com/7601595117,09月26日 20:11,,考研也没考上毛病倒是拉下一堆吃饭也是八点开始胃疼不吃也是腰疼了一年我他妈不会是躯体化吧想玩#代号鸢#不想#考研##学习#​,,0,0,0
387,5082947331559430,6313470399,Russeyiii绒绒,https://weibo.com/6313470399,09月26日 20:09,HUAWEI Mate 40,加油加油！@带起气儿的红糖水@西门达蜡邱老师，这个假期还要一起去酒吧呢虽然你们天天说的我也不懂，我也觉得好难哇我一直陪着你萌，下次聚的时候，请你们喝绿头发老娘们一战成硕！！！！！考上了有小礼物等着你们#考研#​,,0,2,2
388,5082947185803505,5485277353,后陡门的夕阳2024,https://weibo.com/5485277353,09月26日 20:08,荣耀50 SE 5G,难以想象跨专业的学生能把古汉学的那么好，有点小骄傲#考研##中文考研#​,,0,2,0
389,5082947037958454,7453975610,年七呆,https://weibo.com/7453975610,09月26日 20:07,OPPO Reno8 Pro+ 5G,#考研政治##苍盾拼团##考研#​,,0,3,0
390,5082944325027584,6489024623,考研的锦鲤,https://weibo.com/6489024623,09月26日 19:57,考研超话,考研超话25考研英语唐迟刘琦#考研##考研英语##25考研#​,,0,2,2
391,5082943490622465,7376810383,RANSYOUU,https://weibo.com/7376810383,09月26日 19:53,艺术考研超话,艺术考研超话#考研季##考研##生活手记##烟雨茶#​,,0,2,3
392,5082941551805495,6256245353,小洋噢耶,https://weibo.com/6256245353,09月26日 19:46,墨墨背单词,💢constrain💢啃试卷“迫使”学生啃试卷太“约束”。#考研##英语##自律#​,,0,0,0
393,5082941120053279,7088263960,竹韵65389,https://weibo.com/7088263960,09月26日 19:44,墨墨背单词,🏁墨墨背单词打卡Day171💻累计学习单词：2024个📅今日学习单词：10个🕙今日记忆次数：20次🌟今日重点单词：disruptiveadj.引起混乱的；分裂性的；破坏性的#考研##学习打卡##英语##背单词#​,,0,1,2
394,5082940235058440,7283174772,我真的没看到他的爱,https://weibo.com/7283174772,09月26日 19:40,墨墨背单词,🏁墨墨背单词打卡Day68💻累计学习单词：2862个📅今日学习单词：360个🕙今日记忆次数：959次🌟今日重点单词：anchorn.锚；靠山；台柱子#考研#​,,0,0,0
395,5082938411324062,7788648367,Leon1-1,https://weibo.com/7788648367,09月26日 19:33,iPhone客户端,💢reap💢锐破用锐利的破刀收获#考研##英语#​,,0,1,0
396,5082938083643239,5746275957,想吃麦当劳薯條iiiii_,https://weibo.com/5746275957,09月26日 19:32,墨墨背单词,🏁墨墨背单词打卡Day223💻累计学习单词：6705个📅今日学习单词：356个🕙今日记忆次数：850次🌟今日重点单词：sparkn.火花；火星|v.触发；激发；冒火花；引起；闪光#考研##背单词#​,,0,0,0
397,5082937639045981,7690078996,野兽日记_,https://weibo.com/7690078996,09月26日 19:30,Xiaomi 13,又有一种全世界都在为我开路的感觉让我更加有动力学习了#考研#​,,0,1,0
398,5082937414389401,7789232298,是糖喵酱吖,https://weibo.com/7789232298,09月26日 19:29,HUAWEI P50E,今天什么也没干，也没学习，学不进去一点，昨天好歹学了政治，今天是真的学不进去一点😔😔😔😔😔😔😔😔😔#考研##25考研#​,,0,1,0
399,5082936740941466,6419298311,GNR电子竟技俱乐部,https://weibo.com/6419298311,09月26日 19:26,iPhone客户端,💢disperse💢弟死婆死→两人[散开]了。#考研#​,,0,1,0
400,5082935494971937,7709348189,xszycs_,https://weibo.com/7709348189,09月26日 19:22,iPhone客户端,💢resiliently#考研#​,,0,0,0
401,5082771028445874,2075544173,董仲蠡-小董老师,https://weibo.com/2075544173,09月26日 19:17,iPhone 15 Pro,大城市双非一本or中等城市211？好问题！#考研#​,,1,5,24
402,5082934245589261,7709411502,月一属实是属实了,https://weibo.com/7709411502,09月26日 19:17,Android,#考研##考研政治#阔智考研政治拼团​,,0,1,0
403,5082933522076333,7281092991,月亮ioi,https://weibo.com/7281092991,09月26日 19:14,iPhone客户端,💢reign💢瑞恩【reign】将成为新的统治者#考研##自律#​,,0,1,0
404,5082932882703412,7820552951,知识芝士快进脑,https://weibo.com/7820552951,09月26日 19:11,四川师范大学考研超话,四川师范大学考研超话🔔爆款短剧新公式：最美不过“夕阳红”⛳短剧的风还是吹向了“姨姨”赛道。⛳当霸总文学遇上银发一族，当在长剧中只能充当配角的中老年角色在短剧中摇身一变成为主角，如今的短剧江湖不再只是年轻人的天下。⛳最近几个月，短剧市场迎来了一波中老年题材的小井喷，既​展开,四川师范大学考研超话🔔爆款短剧新公式：最美不过“夕阳红”⛳短剧的风还是吹向了“姨姨”赛道。⛳当霸总文学遇上银发一族，当在长剧中只能充当配角的中老年角色在短剧中摇身一变成为主角，如今的短剧江湖不再只是年轻人的天下。⛳最近几个月，短剧市场迎来了一波中老年题材的小井喷，既有走“玛丽苏”路线的《五十岁霸道总裁狂宠我》，也有家庭亲情向的《三子敬母》《母爱无声》，还有男频向的战争剧《老炮儿之上阵父子兵》《犬父虎子》、古装类的《卖菜大妈竟是皇嫂》等等。这些以老年人婚姻、情感、家庭等为创作来源的内容正在成为短剧领域新的“流量密码”。#戏剧与影视学##考研##广播电视##川师影传考研#,0,0,0
405,5082931536859198,5857241757,都说了雀氏帅啊,https://weibo.com/5857241757,09月26日 19:06,iPhone客户端,💢physiology💢“肥死ology（学科）”：研究这人怎么肥死的，就是研究他的身体，就是生理学这门学科。#考研##考研复试#​,,0,0,0
406,5082930932879469,7404036951,取个名字真的累zzz,https://weibo.com/7404036951,09月26日 19:03,iPhone,04年真题，你猜猜24年发生了什么#考研##社会学考研#​,,0,1,0
407,5082930175020298,7820552951,知识芝士快进脑,https://weibo.com/7820552951,09月26日 19:00,四川师范大学考研超话,四川师范大学考研超话🔔古偶看腻了，新丽、华策、正午都在筹备哪些古装大剧？⛳今年的古偶剧市场不算景气。外部环境有奥运会、文旅、音乐节等娱乐形式瓜分用户注意力，内部则有更新潮、更便捷、更刺激的短剧和喜剧类综艺激烈竞争。一些形式大于内容、主题和恋爱模式陈旧的仙恋剧就显得尤为被​展开,四川师范大学考研超话🔔古偶看腻了，新丽、华策、正午都在筹备哪些古装大剧？⛳今年的古偶剧市场不算景气。外部环境有奥运会、文旅、音乐节等娱乐形式瓜分用户注意力，内部则有更新潮、更便捷、更刺激的短剧和喜剧类综艺激烈竞争。一些形式大于内容、主题和恋爱模式陈旧的仙恋剧就显得尤为被动，即使有绚丽特效、精致服化道和高流量演员堆砌，也很难让观众心甘情愿地坐下来一集一集追剧。⛳而部分没有被“提前押宝”的古装剧则异军突起，给剧集市场带来一些新气象。很显然，如今的观众对古装剧的多样化、创新性、逻辑性都提出了更高的要求。四川师范大学考研超话#考研##戏剧与影视学##广播电视##川师影传考研#,0,0,1
408,5082927639825861,7406599160,老徐说考研,https://weibo.com/7406599160,09月26日 18:50,iPhone客户端,#考研政治徐之明##考研##25考研#,,0,0,2
409,5082925376739392,7624561266,别管就是一个考研的疯子罢了,https://weibo.com/7624561266,09月26日 18:41,真我GT Neo 闪速版,p1:昨天拍的，怪可爱的小飞机p2:直接大胆我喜欢p3:好美的天p4:为什么还不回答我招生简章也不出，想干嘛啊!#生活记录##冒个泡##考研#​,,0,1,1
410,5082925339251254,5716346607,国际伴型男,https://weibo.com/5716346607,09月26日 18:41,微博网页版,12月考研这次是真水啊，答案已出，直接背丑话说在前面！现在开始准备考研英语的宝宝们，我先跟大家说清一个事情，如果你英语底子很好，临时抱佛脚过线也是有可能的，但对于一些基础不好的同学，如果你也不好好学，还是按照死记硬背，到最后吃亏的可是你自己哦~从现在开始的备考计划，往下看：?​展开,12月考研这次是真水啊，答案已出，直接背丑话说在前面！现在开始准备考研英语的宝宝们，我先跟大家说清一个事情，如果你英语底子很好，临时抱佛脚过线也是有可能的，但对于一些基础不好的同学，如果你也不好好学，还是按照死记硬背，到最后吃亏的可是你自己哦~从现在开始的备考计划，往下看：🔥单词记忆：👉今天至10月30日：每天背，用314记忆法，每天可以背300个，进度不用担心，巩固记忆，查漏补缺。👉11月1日至11月30日：二轮复习，30天，深化记忆，提高熟练度。👉12月至考试前：最后24天，完成第四轮复习，温故知新，确保单词记忆达到顶峰状态。🔥阅读真题练习：👉今天至10月27日：刷阅读真题，每次2篇，每周5天，加强思路和阅读速度，共计30天。错的多的直接用《56条阅读规律》，提高你的做题效率👉10月30日至11月20日：继续刷真题，每次4篇，隔天进行，锻炼整体阅读能力，共计22天。👉11月21日至11月30日：三刷阅读真题，这一阶段主要是分析难题，查漏补缺，熟练运用技巧，共计10天。👉12月2日、12月9日、12月16日：模拟考试，对应日期下午2:00-5:00完成1套，之后6天深入研究。🔥小三门技巧：👉翻译：精选近15年真题，两天完成一篇，直接用翻译做题技巧，确保每句翻译都能信手拈来。👉新题型：考前一个月集中学习，掌握答题思路，刷真题，争取高分。👉完型：推荐完形蒙题技巧，11月1日至11月8日学习技巧，之后做10-20年真题，两天一篇。👉作文提升：直接用20套w能模板，备考期间背熟悉。9月至10月：小作文学习、背诵并默写，打好基础。10月至11月：大作文学习、背诵并默写，提升写作技巧。11月11日至11月10日：整理个人作文模板，进行分类。11月11日至12月：使用模板练习19年之前的真题作文，熟悉模板。12月至考前：循环强化模板，确保无语法错误，保持对新题的敏感度。#考研英语#考研规划#考研##高途#,0,0,0
411,5082923946742933,6990888966,用户6990888966,https://weibo.com/6990888966,09月26日 18:36,iPhone客户端,🏁墨墨背单词打卡Day223💻累计学习单词：4105个📅今日学习单词：320个🕙今日记忆次数：783次🌟今日重点单词：swamp[名]沼泽；湿地|[动]淹没；陷入困境；不知所措；使应接不暇#考研#​,,0,0,1
412,5082923690890365,2010021631,一位不愿透露姓名的地理学者,https://weibo.com/2010021631,09月26日 18:35,iPhone 14 Pro Max(暗紫色),考研数学与武忠祥老师整理的概率论公式合集#2025考研##考研#​,,1,0,5
413,5082923271193930,7591986590,是正果嘛0414,https://weibo.com/7591986590,09月26日 18:33,iPhone,Day18作文打卡昨晚内耗，所以今天起迟了，总觉得当下的进度应该是所有同专业考生进度最慢的，害怕坚持不下去，又觉得虽然开始的晚，但应该证明自己就是有想法就敢于去付诸行动的人。哪怕希望渺茫，也要按部就班一点点来。@考研英语屠皓民#考研英语屠皓民##考研英语一##屠皓民作文##考研#​​​,,0,0,1
414,5082922572586539,7421984284,Gowin考研1993,https://weibo.com/7421984284,09月26日 18:30,微博网页版,每日一题|环卫（评论区公布答案）#每日一题#公卫考研超话#gowin考研##考研##25考研#​,,0,0,0
415,5082921608151107,5291289886,高译教育,https://weibo.com/5291289886,09月26日 18:26,微博 weibo.com,发布了头条文章：《华东师范大学外国语言学及应用语言学考研备考参考书目推荐！》华东师范大学考研超话#外国语言学及应用语言文学##高译教育#26考研超话#考研#考研超话#华东师范大学外国语言学及应用语言学考研备考参考书目推荐！​,,0,1,0
416,5082921205764325,7523989799,阿顺妹妹fighting,https://weibo.com/7523989799,09月26日 18:25,iPhone客户端,🏁墨墨背单词打卡Day377💻累计学习单词：3242个📅今日学习单词：100个🕙今日记忆次数：168次🌟今日重点单词：hedge[名]树篱；防范措施|[动]用树篱围住；限制；避免#考研##英语#​,,0,0,0
417,5082920324957618,6090262567,一只废仙女123,https://weibo.com/6090262567,09月26日 18:21,HUAWEI Mate 40 Pro,化工考研院校红黑榜，26择校必看#考研##择校择专#​,,0,1,0
418,5082919092358065,5716346607,国际伴型男,https://weibo.com/5716346607,09月26日 18:16,微博网页版,12月考研这次是真的水啊，大纲已出，直接背🔥备考12月份考研英语考试的宝子们注意啦！中秋已过，迎来国庆，留给我们的备考时间不多，想要一次过的姐妹要抓紧时间啦，再晚黄花菜都凉了！！✨考研英语考试其实不难的，无非就是单词、完型、阅读、翻译、作文，只要我们按计划、有步骤的去复习，再加​展开,12月考研这次是真的水啊，大纲已出，直接背🔥备考12月份考研英语考试的宝子们注意啦！中秋已过，迎来国庆，留给我们的备考时间不多，想要一次过的姐妹要抓紧时间啦，再晚黄花菜都凉了！！✨考研英语考试其实不难的，无非就是单词、完型、阅读、翻译、作文，只要我们按计划、有步骤的去复习，再加上籽料的助攻下，一定能高芬通关。💖加油吧！考研人！你的努力和汗水终将获得完美的收获！你我皆是黑马！！！#考研#考研英语#25考研#考研自习室#我的考研#考研打卡#考研经验分享#,0,0,0
419,5082918328991933,5716346607,国际伴型男,https://weibo.com/5716346607,09月26日 18:13,微博网页版,考研还有不到100天，学不完了怎么办考研还有不到100天了觉得学不完了怎么办谁来救救我考研的uu们，我深感时间紧任务重，觉得现在时间不够用。然而，我也知道到，一战成功是众多考研者的共同追求，但是我已经二战了。希望uu们能够提一些建议，帮助我在有限的时间内，更有效地复习，提高我上岸的几​展开,考研还有不到100天，学不完了怎么办考研还有不到100天了觉得学不完了怎么办谁来救救我考研的uu们，我深感时间紧任务重，觉得现在时间不够用。然而，我也知道到，一战成功是众多考研者的共同追求，但是我已经二战了。希望uu们能够提一些建议，帮助我在有限的时间内，更有效地复习，提高我上岸的几率。用不用报考研冲刺班之类的啊，#考研时间安排#25考研#考研备考攻略#加油吧考研人#考研过来人的避坑法则#一些片刻##考研#,0,0,1
420,5082918302781677,6563153047,考研的小曾曾,https://weibo.com/6563153047,09月26日 18:13,考研超话,考研超话♨️考研咨询周开始，快快来解答你的疑惑！！别错过官方回复#2025考研##考研#​,,3,0,13
421,5082917401529895,5172351131,世界别为我担心天使,https://weibo.com/5172351131,09月26日 18:10,iPhone,有什么办法可以让知识快速进入脑子并且永远不忘啊😵‍💫#考研#​,,0,2,0
422,5082917227462775,5716346607,国际伴型男,https://weibo.com/5716346607,09月26日 18:09,微博网页版,因为淋过雨，想给26考研人提点小建议作为考研过来人，我深知考研期间真的很折磨，迷茫、焦虑，走过很多弯路，也是探索了很久才找到了适合的备考方法，也成功上岸了。所以我总结了一下这一年的经验，给26考研的学习学妹提个醒。.二本考研的我知道：1、政治最强阵容2、不要相信网上说的，你最应该​展开,"因为淋过雨，想给26考研人提点小建议作为考研过来人，我深知考研期间真的很折磨，迷茫、焦虑，走过很多弯路，也是探索了很久才找到了适合的备考方法，也成功上岸了。所以我总结了一下这一年的经验，给26考研的学习学妹提个醒。.二本考研的我知道：1、政治最强阵容2、不要相信网上说的，你最应该抓住的是选择题3、考研英语真题最重要不用买其他模拟题把真题做烂分析烂4、英语阅读真题里的生词会反反复复出现务必生吞每一个生词！！5、英语作文不用每日一练还批改这就是一场应试考试6、没有导师不喜欢英语好的学生。7、每年7、8月是弃考高峰、11月再弃考一波，12月还有人弃考8、考研大多数人是来做气氛组的，看着每年400万500万挺唬人的，其实都是三天打鱼两天晒网。9、坚持到最后的，大多数都能考上。☞26考研备考时间线从现在到寒假前:了解考研确定专业、学校、学硕/专硕，确定考试科目,搜集复习资料，考虑备考方式2025年暑假前:确定是否调整院校和专业，基础阶段开始学习2025暑假:集中备考，强化阶段刷题巩固大四上开学:查漏补缺阶段，开始刷真题25年9月底:参加26考研预报名25年10月:参加26考研正式报名25年11月:参加26考研网上确认25年12月:打印准考证25年12月底:参加26考研初试26年2月下旬:查询初试成绩，准备复试26年3月左右:分数线公布26年3-5月左右:参加复试、调剂26年6月左右:领取录取通知书，参加本科毕业答辩26年9月:研究生入学#考研#考研规划#26考研#考研经验分享#信息查#考研过来人的避坑法则##高途#",0,0,0
423,5082917078304121,5657290522,姚老师讲考研,https://weibo.com/5657290522,09月26日 18:08,iPhone客户端,25考研肯定会大扩招，上岸机会更大#考研#考研规划#考研择校#考研上岸#考研择校##考研规划##研究生考试##在职备考#姚老师讲考研的微博视频​,,0,1,0
